id,select_type,table,partitions,type,possible_keys,key,key_len,ref,rows,filtered,Extra
1,SIMPLE,nyc311,,index,"idx_borough_created,idx_created",idx_borough_created,137,,859018,50.0,Using where; Using index; Using temporary; Using filesort
